Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1778197184630,868,1122,1425,1013,884,845,800,2000,800,800,800,2000,1264,1000,2099,1999,0,7.692307949066162,4.1666669845581055,4.1666669845581055,0,0,4.1666669845581055,4,0,0,0,0,0,4,4.1666669845581055,4.1666669845581055,121844.59088134766,166514.9588623047,0,404332056576,8589930496,3895963648,0
200,1778197184630,868,1122,1425,1013,884,845,800,2000,800,800,800,2000,1264,1000,2099,1999,0,7.692307949066162,4.1666669845581055,4.1666669845581055,0,0,4.1666669845581055,4,0,0,0,0,0,4,4.1666669845581055,4.1666669845581055,121844.59088134766,166514.9588623047,0,404332056576,8589930496,3895963648,0
199,1778197184830,868,1122,1425,1013,884,845,800,2000,800,800,800,2000,1264,1000,2099,1999,85.71428680419922,15.789472579956055,0,0,0,20,5,21.052631378173828,0,5,14.285715103149414,0,0,0,4.761904716491699,0,121846.41204833984,166520.52380371094,0,404332056576,8589930496,3923054592,0
199,1778197185030,868,1122,1425,1013,884,845,800,2000,800,800,800,2000,1264,1000,2099,1999,5.263157844543457,10.526315689086914,20,75,0,85,71.42857360839844,70,0,0,5,4.761904716491699,0,5.263157844543457,22.22222328186035,15.000000953674316,121848.72717285156,166526.2572631836,0,404332056576,8589930496,3925118976,0
0,1778197185231,868,1122,1425,1013,884,845,800,2000,800,800,800,2000,1264,1000,2099,1999,30.000001907348633,0,10,35,0,35,35,38.095237731933594,0,0,0,0,0,0,5.263157844543457,0,121850.39685058594,166531.1824951172,0,404332056576,8589930496,3927183360,0
